genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,backdrop_path,cast,crew,keywords
"[""Comedy"", ""Drama""]",318846,tt1596363,The Big Short,The men who made millions from a global economic meltdown.,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,12/11/2015,133346506,130,"[""English""]",This is a true story.,The Big Short,7.3,2679,/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg,"[""Christian Bale"", ""Steve Carell"", ""Ryan Gosling"", ""Brad Pitt"", ""Melissa Leo"", ""Hamish Linklater"", ""John Magaro"", ""Rafe Spall"", ""Jeremy Strong"", ""Finn Wittrock"", ""Marisa Tomei"", ""Tracy Letts"", ""Byron Mann"", ""Adepero Oduye"", ""Karen Gillan"", ""Max Greenfield"", ""Billy Magnussen"", ""Rudy Eisenzopf"", ""Casey Groves"", ""Charlie Talbert"", ""Harold Gervais"", ""Maria Frangos"", ""Hunter Burke"", ""Bernard Hocke"", ""Shauna Rappold"", ""Brandon Stacy"", ""Aiden Flowers"", ""Peter Epstein"", ""Anthony Marble"", ""Silas Cooper"", ""Leslie Castay"", ""Andrew Farrier"", ""Ingrid Steed"", ""Vanessa Cloke"", ""David Zalkind"", ""Carrie Lazar"", ""Mychael Bates"", ""Rajeev Jacob"", ""Jay Potter"", ""Garrett Hines"", ""Ryan Broussard"", ""Jeffry Griffin"", ""Stanley Wong"", ""Anthony Bourdain"", ""Joseph Brooks"", ""Colette Divine"", ""Oscar Gale"", ""Cayden Arthur Miscally"", ""Dave Davis"", ""Wayne Pére"", ""Kate Blumberg"", ""Billy Slaughter"", ""Heighlen Boyd"", ""Ilan Srulovitz"", ""Jay Jablonski"", ""Blaine Kern III"", ""Al Sapienza"", ""Marcus Lyle Brown"", ""Tyler Kunkle"", ""Elliott Grey"", ""Jason Bayle"", ""Richard Thaler"", ""Sophie Lee"", ""Michael Aaron Santos"", ""David Kallaway"", ""Sharon Landry"", ""James Yeargain"", ""Lyle Brocato"", ""Kelly Lind"", ""Michael Brooks"", ""Lyndsay Kimball"", ""Robyn Wholey"", ""David Wyman"", ""Peter Anderson"", ""Lara Grice"", ""Tony Bentley"", ""Michael Kives"", ""Jack Millard"", ""John Neisler"", ""Michael Joseph Varino"", ""Joel Diggs"", ""Michael J. Stein"", ""Logan Crawford"", ""Tim Wilson"", ""Jae Suh Park"", ""Colin Lawless"", ""Selena Gomez"", ""Margot Robbie"", ""Ilan Muallem"", ""Andrea Vittoria Alvarado"", ""Sue-Lynn Ansari"", ""Nicole Barré"", ""George W. Bush"", ""Dominique Hayes"", ""Julia Holt"", ""Alicia Davis Johnson"", ""Alicia Davis Johnson"", ""Landa Morland"", ""Tupac Amaru Shakur"", ""Delia Sheppard"", ""Snoop Dogg"", ""Britney Spears"", ""Pharrell Williams""]","[""Adam McKay"", ""Louise Rosner-Meyer"", ""Dede Gardner"", ""Jeremy Kleiner"", ""Arnon Milchan"", ""Brad Pitt"", ""Kevin J. Messick""]","[""bank"", ""fraud"", ""biography"", ""wall street"", ""finances"", ""based on true story"", ""animated sequence"", ""breaking the fourth wall"", ""loan"", ""financial crisis"", ""real estate"", ""mortgage""]"
"[""Comedy"", ""Western""]",347969,tt2479478,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,12/11/2015,0,119,"[""English""]",,The Ridiculous 6,4.9,397,/cB9XLza46oXuBtfuEUktThmQf6F.jpg,"[""Adam Sandler"", ""Taylor Lautner"", ""Steve Buscemi"", ""Terry Crews"", ""Danny Trejo"", ""David Spade"", ""Harvey Keitel"", ""Nick Nolte"", ""Rob Schneider"", ""Luke Wilson"", ""Will Forte"", ""Steve Zahn"", ""Jorge Garcia"", ""John Turturro"", ""Chris Parnell"", ""Nick Swardson"", ""Norm Macdonald"", ""Whitney Cummings"", ""Jared Sandler"", ""Jon Lovitz"", ""John Farley"", ""Lavell Crawford"", ""Blake Clark"", ""Blake Shelton"", ""Vanilla Ice"", ""Julia Jones"", ""Dan Patrick"", ""Meggie Maddock"", ""Sarah Minnich"", ""Saginaw Grant"", ""Vanessa Torres"", ""Martin Palmer"", ""Katalina Parrish"", ""Alex Knight"", ""Kevin Grady"", ""Catharine Pilafas"", ""Richard Beal"", ""Crystal Miller"", ""J. Nathan Simmons"", ""Jetto Dorsainville"", ""Derek Blakeney"", ""Madison Fogle"", ""Christopher W. Garcia"", ""David Manzanares"", ""Kearon Lehman"", ""James E. Lane"", ""Ricardo Andres"", ""Gonzalo Robles"", ""Melissa-Lou Ellis"", ""Henry Steckman"", ""Michael E. Stogner"", ""Paul Caster"", ""Natasha Nazario"", ""Corinne Fox"", ""Kimo Keoke"", ""Ruben Rivera Laguna"", ""Denny O'Connor"", ""Clint Obenchain"", ""Eric E. Griego"", ""Todd Bethke"", ""Benny James"", ""Alan Humphreys"", ""Jameson Macmillan"", ""Michael Neal Powell"", ""Victoria L. Moya"", ""Burton Ritchie"", ""Rodger Larance"", ""Cliff Gravel""]","[""Adam Sandler"", ""Allen Covert"", ""Frank Coraci"", ""Ted Sarandos""]","[""wild west""]"
"[""Adventure"", ""Comedy"", ""Drama"", ""Family"", ""Fantasy""]",26736,tt1369845,Wizards of Waverly Place: The Movie,Powerful magic cast by Alex spells trouble for the Russo's. The kids must go on an adventure to save their family and their existence.,/reHGWHlF5tHwFQiFmsWHn9gwIpq.jpg,8/28/2009,0,94,"[""English""]",Family vacations can be tricky.,Wizards of Waverly Place: The Movie,6,323,/7jKVrSLqPxOynC9z5gel4BNmhui.jpg,"[""Selena Gomez"", ""Jake T. Austin"", ""David Henrie"", ""Maria Canals-Barrera"", ""David DeLuise"", ""Jennifer Stone"", ""Jonathan Dwayne"", ""Jazmin Caratini"", ""Xavier Torres""]","[""Lev L. Spiro""]","[""brother sister relationship"", ""island"", ""magic"", ""adventure"", ""foreign language"", ""based on tv series"", ""family vacation"", ""family holiday"", ""parents"", ""wizard"", ""disney channel"", ""trouble"", ""changing the past or future""]"
"[""Comedy""]",329833,tt1608290,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,/n8AJzALlTPBwe9Tkv3tdxbiAr9i.jpg,2/6/2016,55969000,100,"[""English""]",Long time no Z,Zoolander 2,4.7,814,/xCldMtZS1aGhxxWhtKOBQl2mrvB.jpg,"[""Ben Stiller"", ""Owen Wilson"", ""Will Ferrell"", ""Penélope Cruz"", ""Kristen Wiig"", ""Fred Armisen"", ""Kyle Mooney"", ""Milla Jovovich"", ""Christine Taylor"", ""Justin Theroux"", ""Nathan Lee Graham"", ""Cyrus Arnold"", ""Billy Zane"", ""Jon Daly"", ""Sting"", ""Benedict Cumberbatch"", ""Beck Bennett"", ""Jerry Stiller"", ""Olivia Munn"", ""Kanye West"", ""Justin Bieber"", ""Mădălina Diana Ghenea"", ""Kim Kardashian"", ""Ariana Grande"", ""Lenny Kravitz"", ""Demi Lovato"", ""Kiefer Sutherland"", ""Katy Perry"", ""John Malkovich"", ""Joe Jonas"", ""Lenny Kravitz"", ""Anna Wintour"", ""Naomi Campbell"", ""Neil deGrasse Tyson"", ""Kate Moss"", ""Lewis Hamilton"", ""Susan Boyle"", ""Tommy Hilfiger"", ""M.C. Hammer"", ""Susan Sarandon"", ""Alexander Skarsgård"", ""Johnny Weir"", ""Willie Nelson"", ""Christina Hendricks"", ""Andy Dick"", ""Rakim Mayers"", ""Jourdan Dunn"", ""Ana Beatriz Barros"", ""Mika"", ""Skrillex"", ""Marc Jacobs"", ""Karlie Kloss"", ""Alexander Wang"", ""Valentino"", ""Katie Couric"", ""Christine Amanpour"", ""Jane Pauley"", ""Natalie Morales"", ""Soledad O’Brien"", ""Don Lemon"", ""Matt Lauer"", ""Andy Dick"", ""Amy Stiller"", ""Charlotte Townsend"", ""Mitch Winston"", ""Fabiano Di Leo"", ""Mamy Camara"", ""Haruhiko Yamanouchi"", ""Antonio Te Maioha"", ""Yama"", ""Moshe Kasher"", ""Christine Thollefsen"", ""Fran Mills"", ""Pierpaolo Piccioli"", ""Niccolò Senni"", ""Fat Jewish"", ""Giordana Pieri"", ""Olivier Langhendries"", ""Antonio Calalani"", ""Alexander Schuster"", ""Bha Diop"", ""Taigen Kawabe"", ""Yuki Tsuji"", ""Kohhei Matsuda"", ""Monchhan Monna"", ""Franca Sozzani"", ""Jérôme Jarre"", ""Joe Jonas"", ""Eleonora Carisi"", ""Diane Pernet"", ""Trudie Styler"", ""Leila Yavari"", ""Nazanin Boniadi"", ""Thiago Macedo"", ""Maki Besea"", ""Elettra Capuano"", ""Gionata Curreri"", ""Elga Enardu"", ""Serena Enardu"", ""Sissi Hou"", ""Ólafur Darri Ólafsson"", ""Orlando Orfeo"", ""Lucia Guzzardi"", ""Martin Saints"", ""Davide Clivio"", ""Kelly Aaron"", ""Christopher Cagle"", ""Marko Caka"", ""Alan Cappelli Goetz"", ""Clinton Clark"", ""Marisol Correa"", ""Carlijn de Jong"", ""Kristen Fick"", ""Antony Hagopian"", ""Ray Hounsell"", ""Romuald Andrzej Klos"", ""Aly Mang"", ""Dorry Marie"", ""Dov Markowich"", ""Doris McCarthy"", ""Justin McGriff"", ""Josh Ostrovsky"", ""Skye Stracke"", ""Eugenia Tempesta""]","[""Scott Rudin"", ""Clayton Townsend"", ""Jeff Mann"", ""Ben Stiller"", ""Ben Stiller"", ""Stuart Cornfeld""]","[""stupidity"", ""sequel"", ""fashion"", ""male model"", ""fashion model"", ""modeling""]"
"[""Comedy"", ""Romance""]",259694,tt1292566,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,1/21/2016,112343513,110,"[""English""]",Welcome to the party,How to Be Single,5.9,1225,/9yXPubeQuNzyIdbaUoXAurK40xv.jpg,"[""Dakota Johnson"", ""Rebel Wilson"", ""Alison Brie"", ""Nicholas Braun"", ""Damon Wayans Jr."", ""Anders Holm"", ""Jake Lacy"", ""Jason Mantzoukas"", ""Leslie Mann"", ""Maria Breyman"", ""Nick Bateman"", ""Tuesday Knight"", ""Carla Quevedo"", ""Charlotte Kirk"", ""Colin Jost"", ""Sarah Ramos"", ""Mickey Gooch Jr."", ""Vanessa Rubio"", ""Zani Jones Mbayise"", ""Brent Morin"", ""Kay Cannon""]","[""Nancy Juvonen"", ""Drew Barrymore"", ""Marcus Viscidi"", ""Dana Fox"", ""Richard Brener"", ""Christian Ditter"", ""Michele Weiss"", ""Dave Neustadter"", ""John Rickard"", ""Michael Disco""]","[""new york"", ""based on novel"", ""one-night stand"", ""single""]"
"[""Romance"", ""Comedy""]",351819,tt4667094,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,/fYRiZ3vJuuCYb9H7HXfpjKO9Jd6.jpg,1/28/2016,21164799,92,"[""English""]",Way shadier than gray.,Fifty Shades of Black,4.3,337,/quxidIBA4BNKRbk03JBRzu586Ep.jpg,"[""Marlon Wayans"", ""Kali Hawk"", ""Fred Willard"", ""Mike Epps"", ""Affion Crockett"", ""Jane Seymour"", ""Florence Henderson"", ""Andrew Bachelor"", ""Jenny Zigriano"", ""Kate Miner"", ""Tina Grimm"", ""Alice Rietveld"", ""Brad Schmidt"", ""Mircea Monroe"", ""Angel Laketa Moore"", ""Elizabeth Ho"", ""Stephen Todt""]","[""Michael Tiddes""]","[""sex"", ""black"", ""parody"", ""spoof"", ""millionaire""]"
"[""Drama"", ""Thriller""]",340666,tt4550098,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",/mdLDgQBD0va09npSQX5Zgo2evXM.jpg,11/4/2016,29252978,116,"[""English""]",When you love someone you can't just throw it away,Nocturnal Animals,7.2,1990,/uV804h1FKSXza63XRsuuy4AMhVT.jpg,"[""Amy Adams"", ""Jake Gyllenhaal"", ""Michael Shannon"", ""Aaron Taylor-Johnson"", ""Isla Fisher"", ""Ellie Bamber"", ""Armie Hammer"", ""Karl Glusman"", ""Robert Aramayo"", ""Laura Linney"", ""Andrea Riseborough"", ""Michael Sheen"", ""India Salvor Menuez"", ""Imogen Waterhouse"", ""Franco Vega"", ""Zawe Ashton"", ""Evie Pree"", ""Beth Ditto"", ""Graham Beckel"", ""Neil Jackson"", ""Jena Malone"", ""Lee Benton"", ""Kristin Bauer van Straten"", ""Sydney Schafer"", ""Evan Bittencourt"", ""Janet Song"", ""Michele Dunn"", ""Lori Jean Wilson"", ""Peggy Fields Richardson"", ""Piper Major"", ""Moose Ali Khan"", ""Brianna Barnes"", ""Evan Charles"", ""Bryan Cruz"", ""Jack Dilday"", ""Angelina Duplisea"", ""Deirdre DuPont"", ""Lena Evans"", ""Amanda Fields"", ""Josh Ford"", ""Jonathan Fredrick"", ""Toni French"", ""Alizee Gaillard"", ""Nick Hounslow"", ""Holly Kagis"", ""Karli Karissa"", ""Jason J Lai"", ""Kerstin Lechner"", ""Arnold Montey"", ""Pedram Navab"", ""Carson Nicely"", ""Kendall O'Rorke"", ""Christopher Pinkalla"", ""Aleksandra Rastovic"", ""Tonia Marie Rosée"", ""Victor Ross II"", ""Errol Sack"", ""Brian Stivale"", ""Chelsea Taylor"", ""Charlotte Van Ierland"", ""Jack Wallace"", ""Jackie Zane"", ""Maria Zyrianova""]","[""Tom Ford"", ""Tom Ford"", ""Robert Salerno""]","[""based on novel"", ""hostage"", ""cancer"", ""mother daughter relationship"", ""writer"", ""overbearing mother"", ""art"", ""novelist"", ""carjacking"", ""story within the story"", ""flashback"", ""lung cancer""]"
"[""Comedy""]",274167,tt1528854,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",/fB9lALk9zKsMYWvf0bJSkJN219Z.jpg,12/25/2015,242786137,96,"[""English""]",Choose your Daddy,Daddy's Home,5.8,870,/4kui3QA55M2ZOmBgoRlrYj5MSlK.jpg,"[""Will Ferrell"", ""Mark Wahlberg"", ""Linda Cardellini"", ""Thomas Haden Church"", ""Scarlett Estevez"", ""Owen Vaccaro"", ""Bobby Cannavale"", ""Hannibal Buress"", ""John Cena"", ""Alessandra Ambrosio"", ""Didi Costine"", ""Bill Burr"", ""Jamie Denbo"", ""LaMonica Garrett"", ""Paul Scheer"", ""Kerry Cahill"", ""Mark L. Young"", ""Olivia Renee Dupepe"", ""Billy Slaughter"", ""Dave Davis"", ""James Harlon Palmer""]","[""Sean Anders"", ""Will Ferrell"", ""Chris Henchy"", ""Adam McKay"", ""John Morris"", ""Sean Anders"", ""Riza Aziz"", ""Jessica Elbaum"", ""David Koplan"", ""Joey McFarland"", ""Kevin J. Messick"", ""Diana Pokorny""]","[""daddys home""]"
"[""Comedy""]",266294,tt1850457,Sisters,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,/hpvHqAiusQtGNDx48dA3z5ejjon.jpg,12/18/2015,105011053,118,"[""English""]",Big sisters don't always know best.,Sisters,5.8,593,/onPh8SMSB7l11cixETLShb6QeG2.jpg,"[""Tina Fey"", ""Amy Poehler"", ""John Leguizamo"", ""Ike Barinholtz"", ""Maya Rudolph"", ""Madison Davenport"", ""Greta Lee"", ""James Brolin"", ""John Cena"", ""Rachel Dratch"", ""Heather Matarazzo"", ""Dan Byrd"", ""Kate McKinnon"", ""Bobby Moynihan"", ""Adrian Martinez"", ""Dianne Wiest"", ""Santino Fontana"", ""Brian d'Arcy James"", ""Renée Elise Goldsberry"", ""Emily Tarver"", ""Samantha Bee"", ""Britt Lower"", ""Jackie Tohn"", ""John Lutz"", ""Daniel Breaker"", ""April Szykeruk"", ""Kara Rosella"", ""Christa Beth Campbell"", ""Ben Sinclair"", ""James Zeiss"", ""Kelsey O'Brien"", ""Bill Walters"", ""Chris Parnell"", ""Greta Lee""]","[""Jason Moore"", ""Brian Bell"", ""Tina Fey"", ""Amy Poehler"", ""Jeff Richmond"", ""Jay Roach""]","[""sister sister relationship"", ""childhood home""]"
"[""Romance"", ""Horror"", ""Comedy"", ""Thriller""]",58431,tt1374989,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,2/4/2016,16374328,108,"[""English""]",Bloody lovely.,Pride and Prejudice and Zombies,5.5,662,/oT9oOVLsXr1iWr1dtgQ2AqYqUoM.jpg,"[""Lily James"", ""Sam Riley"", ""Jack Huston"", ""Bella Heathcote"", ""Douglas Booth"", ""Matt Smith"", ""Suki Waterhouse"", ""Charles Dance"", ""Lena Headey"", ""Emma Greenwell"", ""Aisling Loftus"", ""Hermione Corfield"", ""Sally Phillips"", ""Dolly Wells"", ""Ellie Bamber"", ""Ryan Oliva"", ""Millie Brady"", ""Jess Radomska"", ""Judit Novotnik"", ""Pooky Quesnel"", ""Morfydd Clark"", ""Janet Henfrey""]","[""Natalie Portman"", ""Sean McKittrick"", ""Marc Butan"", ""Burr Steers"", ""Aleen Keshishian"", ""Annette Savitch"", ""Allison Shearmur"", ""Edward H. Hamm Jr.""]","[""based on novel"", ""dystopia"", ""shaolin"", ""prejudice"", ""zombie"", ""pride"", ""golddigger"", ""regency period"", ""parson"", ""mashup""]"
"[""Romance"", ""Horror"", ""Comedy"", ""Thriller""]",58431,tt1374989,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,2/4/2016,16374328,108,"[""English""]",Bloody lovely.,Pride and Prejudice and Zombies,5.5,662,/oT9oOVLsXr1iWr1dtgQ2AqYqUoM.jpg,"[""Lily James"", ""Sam Riley"", ""Jack Huston"", ""Bella Heathcote"", ""Douglas Booth"", ""Matt Smith"", ""Suki Waterhouse"", ""Charles Dance"", ""Lena Headey"", ""Emma Greenwell"", ""Aisling Loftus"", ""Hermione Corfield"", ""Sally Phillips"", ""Dolly Wells"", ""Ellie Bamber"", ""Ryan Oliva"", ""Millie Brady"", ""Jess Radomska"", ""Judit Novotnik"", ""Pooky Quesnel"", ""Morfydd Clark"", ""Janet Henfrey""]","[""Natalie Portman"", ""Sean McKittrick"", ""Marc Butan"", ""Burr Steers"", ""Aleen Keshishian"", ""Annette Savitch"", ""Allison Shearmur"", ""Edward H. Hamm Jr.""]","[""based on novel"", ""dystopia"", ""shaolin"", ""prejudice"", ""zombie"", ""pride"", ""golddigger"", ""regency period"", ""parson"", ""mashup""]"
"[""Action"", ""Drama"", ""Western""]",174751,tt2140037,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",/lef7Fnj3gOoFKNYpuZ8qq1FBj55.jpg,1/1/2016,1397284,98,"[""English""]",,Jane Got a Gun,5.4,293,/olHS6SW1roovQvp25BVO0iRRs9S.jpg,"[""Natalie Portman"", ""Joel Edgerton"", ""Ewan McGregor"", ""Noah Emmerich"", ""Boyd Holbrook"", ""Rodrigo Santoro"", ""Alex Manette"", ""Todd Stashwick"", ""James Burnett"", ""Sam Quinn"", ""River Shields"", ""Chad Brummett"", ""Boots Southerland"", ""Nash Edgerton"", ""Robb Janov""]","[""Gavin O'Connor"", ""Natalie Portman"", ""Scott Steindorff"", ""Scott LaStaiti"", ""Aleen Keshishian"", ""Terry Dougas"", ""Chris Coen"", ""Regency Boies""]",[]
"[""Action"", ""Drama"", ""Western""]",174751,tt2140037,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",/lef7Fnj3gOoFKNYpuZ8qq1FBj55.jpg,1/1/2016,1397284,98,"[""English""]",,Jane Got a Gun,5.4,293,/olHS6SW1roovQvp25BVO0iRRs9S.jpg,"[""Natalie Portman"", ""Joel Edgerton"", ""Ewan McGregor"", ""Noah Emmerich"", ""Boyd Holbrook"", ""Rodrigo Santoro"", ""Alex Manette"", ""Todd Stashwick"", ""James Burnett"", ""Sam Quinn"", ""River Shields"", ""Chad Brummett"", ""Boots Southerland"", ""Nash Edgerton"", ""Robb Janov""]","[""Gavin O'Connor"", ""Natalie Portman"", ""Scott Steindorff"", ""Scott LaStaiti"", ""Aleen Keshishian"", ""Terry Dougas"", ""Chris Coen"", ""Regency Boies""]",[]
"[""Horror"", ""Thriller""]",329440,tt3387542,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",/1TohqCqMbaiuRLJPrPW0vnQP3lE.jpg,1/7/2016,40055439,95,"[""English""]",Everyone comes here looking for a way out,The Forest,4.8,478,/c6GGumaw3bvhX15NXK30heuCnaC.jpg,"[""Natalie Dormer"", ""Taylor Kinney"", ""Yukiyoshi Ozawa"", ""Eoin Macken"", ""Rina Takasaki"", ""Noriko Sakura"", ""Yûho Yamashita"", ""Stephanie Vogt"", ""Masashi Fujimoto"", ""Meg Kubota"", ""Tatsujiro Oto"", ""Nadja Mazalica"", ""James Owen"", ""Terry Diab"", ""Kikuo Ichikawa"", ""Akiko Iwase"", ""Gen Seto"", ""Jozef Aoki"", ""Osamu Tanpopo"", ""Yasuo Tobishima"", ""Ibuki Kaneda"", ""Lidija Antonic"", ""Takako Akashi"", ""Yuriri Naka"", ""Nemanja Naumoski"", ""Tales Yamamoto"", ""Mieko Wertheim"", ""Čarni Đerić"", ""Yoshio Hasegawa"", ""Misaki Ishii"", ""Shintaro Taketani""]","[""Lawrence Bender"", ""David S. Goyer"", ""David Linde"", ""Andrew Pfeffer"", ""Jason Zada"", ""Aviv Giladi"", ""Tory Metzger"", ""Len Blavatnik""]","[""japan"", ""forest""]"
